config,f1,em,bleu,chrf,sbert
atomic,0.46427829618278116,0.22013888888888888,29.3274796436854,49.38298791038689,0.6076840666367576
semantic,0.4032213124207944,0.1378075396825397,22.65209460815992,42.04046218443216,0.5816228135607745
vanilla,0.4259384670118428,0.16600198412698414,24.56254169191066,43.82219371547973,0.6065669683601138
