config,f1,em,bleu,chrf,sbert
atomic,0.4620359263966904,0.11984126984126983,27.965277220964293,47.03449769633615,0.6210856896713801
semantic,0.3970537406334758,0.08284722222222221,21.585207426052317,40.55659248750759,0.5703597042531363
vanilla,0.4115874843158954,0.08663690476190475,23.052243537889613,42.2201286571364,0.5964502562005267
