lang,severity,f1,em,chrf,bleu
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,0.7976190476190476,0.25,75.85330295676425,55.180827630948926
de,Minor,0.5,0.5,50.0,50.00000000000002
de,Minor,0.5,0.5,50.0,50.00000000000002
de,Minor,0.5,0.5,50.0,50.00000000000002
de,Minor,0.5,0.5,50.0,50.00000000000002
de,Minor,0.5,0.5,50.0,50.00000000000002
de,Minor,0.5,0.5,50.0,50.00000000000002
de,Minor,0.5,0.5,50.0,50.00000000000002
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Neutral,0.52,0.2,80.55001659176122,44.261226388505335
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,93.44674969029974,77.48893051583666
de,Minor,1.0,1.0,93.44674969029974,77.48893051583666
de,Major,0.25,0.25,51.12093963836558,25.00000000000001
de,Minor,0.25,0.25,51.12093963836558,25.00000000000001
de,Major,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Major,0.8333333333333333,0.5,85.61640317443079,50.00000000000002
de,Minor,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Major,1.0,1.0,100.0,100.00000000000004
de,Minor,0.8833333333333333,0.0,84.95006813803082,61.81968589832273
de,Neutral,0.8833333333333333,0.0,84.95006813803082,61.81968589832273
de,Minor,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Minor,0.0,0.0,0,0
de,Major,0.6,0.3333333333333333,55.75684502542185,43.44217766187723
de,Neutral,0.0,0.0,0,0
de,Major,1.0,0.6666666666666666,85.18429736566992,75.8386868024851
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,0.9333333333333335,0.6666666666666666,88.01852571774361,72.34352611892031
de,Major,1.0,0.6666666666666666,85.18429736566992,75.8386868024851
de,Major,1.0,0.6666666666666666,85.18429736566992,75.8386868024851
de,Major,1.0,1.0,81.41489816799414,62.50000000000001
de,Major,0.8587662337662337,0.5,80.03732042742932,69.68524207870747
de,Major,0.7272727272727273,0.5,73.93366775627216,62.70331870386539
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,0.5,0.5,50.0,50.00000000000002
de,Neutral,0.9444444444444444,0.75,91.38437476484106,88.8389172562358
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,0.888888888888889,0.0,75.40330359059094,77.88007830714052
de,Neutral,0.8333333333333333,0.5,88.63466938897861,67.6776695296637
de,Neutral,0.0,0.0,0,0
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,0.6,0.3333333333333333,56.746801848040754,48.76925720663677
de,Major,0.6,0.3333333333333333,56.746801848040754,48.76925720663677
de,Major,0.5,0.3333333333333333,49.655495050558635,33.33333333333335
de,Major,0.8571428571428571,0.0,57.75719955158476,71.65313105737896
de,Major,0.8571428571428571,0.0,57.75719955158476,71.65313105737896
de,Major,0.8571428571428571,0.0,57.75719955158476,71.65313105737896
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Major,0.0,0.0,0,0
de,Major,0.5,0.3333333333333333,61.831487914511534,58.26252557016343
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,0.4839743589743589,0.0,69.65556542958981,32.638024489033796
de,Neutral,0.4,0.0,62.69112238321679,15.97357760615681
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,0.0,0.0,0,0
de,Neutral,0.9523809523809524,0.6666666666666666,96.79495881598935,84.17939929616108
de,Neutral,0.0,0.0,0,0
de,Minor,1.0,1.0,97.77622840122841,87.50000000000003
de,Major,0.5833333333333334,0.3333333333333333,53.74125719371423,45.118446353109135
de,Major,0.5833333333333334,0.3333333333333333,53.74125719371423,45.118446353109135
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,68.72835497835497,0.0
de,Major,1.0,1.0,75.49603174603175,75.00000000000003
de,Major,1.0,1.0,75.49603174603175,75.00000000000003
de,Major,0.8,0.0,83.64351442331319,55.03212081491043
de,Major,0.8,0.0,83.64351442331319,55.03212081491043
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Minor,0.6666666666666666,0.6666666666666666,65.77759329248128,46.252676734575886
de,Major,0.6666666666666666,0.6666666666666666,65.77759329248128,46.252676734575886
de,Major,0.6666666666666666,0.6666666666666666,65.77759329248128,46.252676734575886
de,Major,0.6666666666666666,0.6666666666666666,65.77759329248128,46.252676734575886
de,Major,0.6666666666666666,0.6666666666666666,65.77759329248128,46.252676734575886
de,Major,0.6666666666666666,0.6666666666666666,65.77759329248128,46.252676734575886
de,Major,0.5,0.5,50.0,50.00000000000002
de,Major,0.5,0.5,50.0,50.00000000000002
de,Neutral,0.5,0.5,49.137644241991026,13.758030203727612
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Major,0.0,0.0,0,0
de,Major,0.0,0.0,0,0
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,0.0,0.0,0.0,0.0
de,Major,0.5555555555555555,0.3333333333333333,61.09177534095184,48.72455436480343
de,Minor,0.5555555555555555,0.3333333333333333,61.09177534095184,48.72455436480343
de,Minor,0.5555555555555555,0.3333333333333333,61.09177534095184,48.72455436480343
de,Minor,0.5555555555555555,0.3333333333333333,61.09177534095184,48.72455436480343
de,Major,0.5555555555555555,0.3333333333333333,61.09177534095184,48.72455436480343
de,Major,0.9777777777777777,0.8333333333333334,96.69351987277821,78.68524366442594
de,Major,0.9777777777777777,0.8333333333333334,96.69351987277821,78.68524366442594
de,Minor,0.8,0.8,80.0,80.00000000000003
de,Major,0.8,0.8,80.0,80.00000000000003
de,Major,0.9777777777777777,0.8333333333333334,96.69351987277821,78.68524366442594
de,Minor,0.9777777777777777,0.8333333333333334,96.69351987277821,78.68524366442594
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,0.8096774193548387,0.5,94.4448555776876,74.58549918440669
de,Minor,0.8096774193548387,0.5,94.4448555776876,74.58549918440669
de,Major,0.8096774193548387,0.5,94.4448555776876,74.58549918440669
de,Critical,0.9777777777777777,0.8333333333333334,96.69351987277821,78.68524366442594
de,Minor,0.8888888888888888,0.6666666666666666,71.4656290531777,78.92931470571477
de,Minor,0.4000000000000001,0.0,51.64945419295776,23.46808488516353
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,0.4933333333333333,0.2,65.55701402171739,34.671276935025745
de,Minor,0.4933333333333333,0.2,65.55701402171739,34.671276935025745
de,Critical,1.0,1.0,100.0,100.00000000000004
de,Critical,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,0.9333333333333332,0.8333333333333334,92.79264634270847,89.34408813331301
de,Minor,0.9333333333333332,0.8333333333333334,92.79264634270847,89.34408813331301
de,Minor,0.9333333333333332,0.8333333333333334,92.79264634270847,89.34408813331301
de,Minor,0.9333333333333332,0.8333333333333334,92.79264634270847,89.34408813331301
de,Minor,0.9333333333333332,0.8333333333333334,92.79264634270847,89.34408813331301
de,Major,0.8551136363636364,0.5,84.55759898833692,67.22189007093907
de,Major,1.0,1.0,76.67493796526054,68.39397205857215
de,Neutral,0.6136363636363635,0.25,89.20496928151016,52.22230298303348
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Neutral,1.0,1.0,99.21441624102806,86.48678525004539
de,Neutral,1.0,1.0,100.0,100.00000000000004
de,Major,0.39999999999999997,0.2857142857142857,71.47647583646747,40.364025888909396
de,Minor,0.39999999999999997,0.2857142857142857,71.47647583646747,40.364025888909396
de,Major,0.39999999999999997,0.2857142857142857,71.47647583646747,40.364025888909396
de,Major,0.39999999999999997,0.2857142857142857,71.47647583646747,40.364025888909396
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,0.606060606060606,0.0,63.47008615197745,16.980842417461677
de,Major,0.606060606060606,0.0,63.47008615197745,16.980842417461677
de,Minor,0.606060606060606,0.0,63.47008615197745,16.980842417461677
de,Major,0.606060606060606,0.0,63.47008615197745,16.980842417461677
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Minor,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,100.0,100.00000000000004
de,Major,1.0,1.0,97.49021811521811,83.33333333333336
de,Minor,0.5,0.5,64.81245878637147,50.00000000000002
de,Major,0.5,0.5,64.81245878637147,50.00000000000002
de,Minor,0.39999999999999997,0.2857142857142857,71.47647583646747,40.364025888909396
de,Major,0.39999999999999997,0.2857142857142857,71.47647583646747,40.364025888909396
de,Neutral,1.0,1.0,80.90861406113491,50.00000000000002
de,Major,0.6190476190476191,0.3333333333333333,67.58098525549546,50.271091605153835
