lang,avg_f1,avg_em,avg_chrf,avg_bleu
de,0.6751203752252702,0.5490865646930443,69.23552982874301,57.85003328275089
es,0.6862032265928483,0.5121668246944796,69.6242656579196,58.80358979707485
fr,0.6394564363214991,0.4329185185185185,65.06898495062774,50.52395332786403
ru,0.7095161941758489,0.48124529721595183,71.92714026448907,58.01020482034373
zh-CN,0.6080474486202387,0.4042665026119242,63.36185401630032,50.02548289162474
