lang,avg_f1,avg_em,avg_chrf,avg_bleu,count
de,0.5224440373666684,0.3051847566367519,54.8729860812092,39.49210185995983,2531
es,0.4913219627619432,0.25899046565528866,51.8070394305742,35.729623962647395,1808
fr,0.48118723098183414,0.26111887125220457,51.333610124062766,36.981873343875066,1125
ru,0.5163101202590994,0.2540981403848221,53.96994520622521,37.31759319297911,886
zh-CN,0.45843128563378505,0.19309027328066314,48.73465914157361,31.206687495921752,2206
